Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL201404498,05-08-2014,01-09-2014,10-09-2014,Ajay Desai,59.0,Male,Married,3.0,PHCWT9921L,6133 1791 7591,+91 8079422216,,Noida,Uttar Pradesh,310028.0,Government,HCL Technologies,13.0,113503,1362036.0,97877.0,1300316.0,1361776.0,Yes,Extension,Plot+Construction,20715565,14915206,0.72,5800359,Family Gift,15,9.74,157915,1.39,8414,Yes,Ashok Shukla,509304.0,780.0,0,IndusInd Bank,,Empanelled Valuer B,Adverse,No,No,Yes,26.0,Cash,Yes,DSA/Yadav Associates,Paid,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,30,No,No,No,No,No,No,No
HL201504257,16-12-2015,15-01-2016,19-01-2016,Kiran Gupta,39.0,Female,Married,3.0,BPMKL2660M,2514 4551 6512,+91 8382125594,kiran.gupta@yahoo.com,Agra,Uttar Pradesh,117989.0,Salaried,Tech Mahindra,17.0,294639,3535668.0,262939.0,,2980380.0,Yes,Repair/Renovation,Villa,15343500,10280145,0.67,5063355,Family Gift,29,8.03,76280,0.26,9861,No,,0.0,697.0,4,SBI,,Empanelled Valuer A,Adverse,Yes,No,,19.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,72,No,No,No,No,No,No,No
HL201105070,09-12-2011,19-12-2011,28-12-2011,Neha Joshi,58.0,Male,Single,0.0,NYLAE6217X,5758 8237 8799,+91 7609043987,njoshi@rediffmail.com,Patna,Bihar,409515.0,Self-Employed Professional,,7.0,204755,2457060.0,,2252762.0,2227337.0,,Purchase,Row House,8710602,6010315,0.69,2700287,Third Party,9,8.91,81110,0.4,25755,Yes,Sunita Shukla,1146312.0,690.0,3,PNB,,Third Party Valuer,Minor Observations,Yes,No,Yes,20.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,53,No,No,No,No,No,No,No
HL201707720,26-04-2017,04-05-2017,12-05-2017,Mahesh Agarwal,52.0,Male,Divorced,,JTBKX6335R,3514 9414 4740,+91 9959041087,magarwal@rediffmail.com,Coimbatore,Tamil Nadu,350526.0,Salaried,HDFC Bank,20.0,233721,2804652.0,244894.0,,2253035.0,Yes,Construction,Row House,9013969,6129498,0.68,2884471,Own Savings,29,9.34,51152,0.22,28625,Yes,Radha Chauhan,573180.0,694.0,2,BOB,1 DPD,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,10.0,NEFT to Builder,No,,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No
HL202201162,27-02-2022,21-03-2022,27-03-2022,Geeta Dubey,59.0,Female,Single,0.0,HZPNP4491N,2696 8283 2115,+91 8273547180,gdubey@rediffmail.com,Surat,Gujarat,555378.0,Self-Employed Business,Self,16.0,334669,4016028.0,289880.0,3669339.0,3761989.0,,Purchase,Villa,4561982,3102147,0.68,1459835,Own Savings,6,9.17,56179,0.17,3524,Yes,Radha Pandey,1097676.0,771.0,6,BOB,,Empanelled Valuer B,Clear,No,Yes,Yes,12.0,Cash,Yes,DSA/Patel Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,87,No,No,No,No,No,No,No
HL202206135,11-09-2022,07-10-2022,,Vinod Bose,39.0,Female,Married,2.0,CCWTL8416G,2233 1969 6756,+91 8986742976,vinod.bose@outlook.com,Ludhiana,Punjab,317293.0,Self-Employed Professional,Self,11.0,443487,5321844.0,383584.0,5822285.0,4635051.0,,Construction,Plot+Construction,13679544,9302089,0.68,4377455,Family Gift,10,8.78,116730,0.26,27455,Yes,Deepak Sinha,783240.0,717.0,2,Union Bank,,Empanelled Valuer A,Clear,Yes,No,Yes,11.0,NEFT to Seller,Yes,DSA/Chauhan Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,63,No,No,No,No,No,No,No
HL200406349,17-09-2004,27-09-2004,02-10-2004,Savita Sen,40.0,Male,Divorced,3.0,HIECO9694G,2868 1327 8112,+91 8350521217,,Pune,Maharashtra,,Self-Employed Professional,Self,18.0,105943,1271316.0,110846.0,1148825.0,1048593.0,,Extension,Villa,23144650,17589934,0.76,5554716,Third Party,9,11.32,260389,2.46,826,No,,0.0,731.0,6,PNB,1 DPD,Empanelled Valuer B,Minor Observations,Post-Sanction Only,Yes,Yes,24.0,Cheque,No,,Bounced,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,46,No,No,No,No,No,No,No
HL201805500,19-12-2018,08-01-2019,13-01-2019,Deepak Chatterjee,49.0,Male,Married,4.0,JMGVC1767V,9283 4019 4087,+91 8430068683,dchatterjee412@gmail.com,Kochi,Kerala,271144.0,Self-Employed Professional,Apex Ventures,11.0,608458,7301496.0,324772.0,7818057.0,6563062.0,,Extension,Flat/Apartment,17393298,11305643,0.65,6087655,Own Savings,12,11.53,145290,0.24,13708,No,,0.0,742.0,1,HDFC Bank,,Empanelled Valuer B,Conditional Clear,Yes,Yes,Partial,30.0,Cash,No,,Paid,31-60,Closed,,INCOME_FRAUD,1,Inflated CTC; employer phone resolves to mobile; ITR XML hash mismatch suspected,0,No,No,No,No,No,No,No,No,No,No,71,No,No,No,No,No,No,Yes
HL200802389,25-09-2008,16-10-2008,24-10-2008,Kavita Pandey,53.0,Female,Single,0.0,BRGAM5876A,9959 2556 2153,+91 8273638533,kavita69@rediffmail.com,Ghaziabad,Uttar Pradesh,134829.0,Self-Employed Professional,Self,17.0,96517,1158204.0,100116.0,1137675.0,1155209.0,,Purchase,Row House,5381321,3551671,0.66,1829650,Own Savings,22,7.97,28564,0.3,11233,No,,0.0,690.0,1,PNB,,Empanelled Valuer B,Clear,Yes,Yes,Yes,19.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,98,Yes,No,No,No,No,No,No
HL202007099,01-06-2020,29-06-2020,15-07-2020,Arun Patil,39.0,Male,Married,1.0,AEIDE5939H,4315 1499 9660,+91 8793877458,arun.patil@outlook.com,Ahmedabad,Gujarat,113385.0,Salaried,Cipla,1.0,146280,1755360.0,125001.0,1810457.0,1488430.0,Yes,Extension,Villa,23309716,18414675,0.79,4895041,Sale of Asset,25,10.41,172685,1.18,15195,No,,0.0,751.0,3,SBI,,Third Party Valuer,Clear,Yes,Yes,Yes,,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,Yes,Yes,No,67,No,No,No,No,No,No,No
HL200504450,15-03-2005,30-03-2005,09-04-2005,Suresh Rao,32.0,Male,Single,4.0,SLVFE5803N,,+91 8617758468,srao@hotmail.com,Agra,Uttar Pradesh,278780.0,Self-Employed Business,Self,10.0,90709,1088508.0,92353.0,1105668.0,994462.0,,Extension,Row House,17464896,10478937,0.6,6985959,Own Savings,6,11.09,199940,2.2,9398,Yes,Shanti Shah,383736.0,697.0,4,Yes Bank,1 DPD,Empanelled Valuer B,Minor Observations,Yes,Yes,No,10.0,Cheque,No,,Paid,1-30,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,58,No,No,No,No,No,No,No
HL200608899,13-01-2006,03-02-2006,09-02-2006,Geeta Khanna,60.0,Female,Married,2.0,TVNYE2298S,2991 1712 8123,+91 8152639211,geetakhanna@yahoo.com,Bhopal,Madhya Pradesh,650659.0,Self-Employed Professional,Sri Ram Trading Co,2.0,638271,7659252.0,582936.0,8383041.0,6449093.0,,Balance Transfer,Villa,13778359,10195985,0.74,3582374,Sale of Asset,20,12.14,113263,0.38,27843,No,,,787.0,1,PNB,,Empanelled Valuer B,Adverse,Yes,No,No,19.0,NEFT to Builder,No,,Paid,0,Active,,BUILDER_FRAUD,1,Part of bulk-application cluster for same project; >80% upfront disbursal; RERA absent,0,Yes,No,No,No,No,No,No,No,Yes,No,2,No,No,Yes,No,No,No,No
HL200700271,21-07-2007,11-08-2007,18-08-2007,Neha Mehta,58.0,Male,Married,2.0,RZDSF1121J,5957 9071 1679,+91 9077660096,nehamehta@outlook.com,Coimbatore,Tamil Nadu,288422.0,Self-Employed Professional,Self,14.0,191810,2301720.0,,2228199.0,2109245.0,,Construction,Row House,4549653,2911777,0.64,1637876,Family Gift,13,11.03,35213,0.18,11594,No,,0.0,688.0,0,BOB,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,26.0,Cheque,Yes,DSA/Shukla Associates,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,102,No,No,No,No,No,No,No
HL200508590,24-07-2005,04-08-2005,15-08-2005,Kiran Gupta,25.0,Female,Married,4.0,QYGRC9453X,4974 9721 9871,+91 9256942723,kirangupta@yahoo.com,Hyderabad,Telangana,652696.0,Self-Employed Professional,Self,8.0,276161,3313932.0,269897.0,3038145.0,2678049.0,,Purchase,Flat/Apartment,4361464,2878566,0.66,1482898,Own Savings,10,8.96,36402,0.13,3113,No,,0.0,750.0,0,Kotak Bank,,Empanelled Valuer B,Minor Observations,Post-Sanction Only,Not Applicable,Yes,21.0,Cash,Yes,DSA/Dubey Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,58,No,No,No,No,No,No,No
HL201702087,24-07-2017,14-08-2017,23-08-2017,Harish Sen,56.0,Male,Married,,NYGDH1609A,5376 4953 4784,+91 8368123383,harish.sen@outlook.com,Surat,Gujarat,615425.0,Salaried,SBI,19.0,240607,2887284.0,238077.0,2895483.0,2700955.0,Yes,Extension,Row House,5603610,4426851,0.79,1176759,Own Savings,23,7.74,34383,0.14,3959,No,,0.0,704.0,0,SBI,,Third Party Valuer,Clear,Yes,Yes,Yes,25.0,Cash,Yes,DSA/Patil Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,Yes,No,Yes,No,No
HL200605923,17-04-2006,02-05-2006,10-05-2006,Sunita Srivastava,60.0,Male,Married,4.0,,3992 9734 7212,+91 9368936905,sunita.srivastava@hotmail.com,Pune,Maharashtra,378956.0,Salaried,Cipla,,167881,2014572.0,169251.0,2043594.0,1969370.0,Yes,Repair/Renovation,Row House,6195587,3717352,0.6,2478235,Own Savings,12,7.78,39791,0.24,22893,No,,0.0,700.0,1,Kotak Bank,,Collusive Valuer,Clear,No,Yes,Partial,18.0,Partial Cash,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,80,No,No,No,No,No,No,No
HL201903998,14-01-2019,08-02-2019,20-02-2019,Mohan Bansal,49.0,Female,Single,4.0,HHIME6115B,5784 1378 9901,+91 8492053003,mohanbansal@rediffmail.com,Nagpur,Maharashtra,726454.0,Self-Employed Professional,Self,3.0,109971,1319652.0,94293.0,1423752.0,1158387.0,,Extension,Villa,21569472,15314325,0.71,6255147,Third Party,25,12.12,162653,1.48,5023,No,,,690.0,0,BOB,,Empanelled Valuer A,Clear,Yes,Not Applicable,No,18.0,Cash,Yes,DSA/Nair Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,84,No,No,No,No,No,No,No
HL201601273,30-07-2016,11-08-2016,30-08-2016,Ramesh Shah,46.0,Male,Married,2.0,QOEQD4155N,3206 8210 7946,+91 7559168617,ramesh64@hotmail.com,Hyderabad,Telangana,379462.0,Salaried,Maruti Suzuki,7.0,96285,1155420.0,87284.0,1096007.0,1064104.0,Yes,Construction,Row House,5167905,3669212,0.71,1498693,Own Savings,25,11.35,36894,0.38,2171,Yes,Nirmala Sen,696504.0,785.0,1,Canara Bank,,Third Party Valuer,Minor Observations,Post-Sanction Only,Yes,Yes,13.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,66,No,No,No,No,No,No,No
HL200707845,29-03-2007,08-04-2007,25-04-2007,Geeta Saxena,33.0,Male,Married,1.0,OCCEZ5111X,9352 9790 1585,+91 9919938796,geeta46@gmail.com,Lucknow,Uttar Pradesh,251193.0,Salaried,Zomato,15.0,152869,1834428.0,157791.0,1869390.0,1484311.0,Yes,Balance Transfer,Plot+Construction,23295291,15840797,0.68,7454494,Third Party,11,11.44,211449,1.38,21717,Yes,Ravi Mishra,388740.0,784.0,1,PNB,,Empanelled Valuer B,Clear,No,Yes,Yes,27.0,Cheque,Yes,DSA/Das Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL200705980,04-06-2007,14-06-2007,,Deepak Shukla,56.0,,Single,1.0,KTGPZ9629E,8668 3704 2584,+91 8926629132,deepak.shukla@gmail.com,Chennai,Tamil Nadu,505390.0,Salaried,TCS,10.0,135853,1630236.0,,1774282.0,1227908.0,Yes,Repair/Renovation,Independent House,14913427,9842861,0.66,5070566,Own Savings,21,9.73,91805,0.68,2545,No,,0.0,685.0,2,PNB,,Empanelled Valuer A,Clear,Yes,Not Applicable,Partial,27.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,25,No,No,No,No,No,No,No
HL201803813,02-05-2018,01-06-2018,17-06-2018,Radha Jain,33.0,Male,Married,0.0,DSBUI8418P,8646 6184 6801,+91 7185970433,radhajain@hotmail.com,Ghaziabad,Uttar Pradesh,322077.0,Salaried,Hindustan Unilever,5.0,141599,1699188.0,127219.0,1803856.0,1514593.0,Yes,Extension,Villa,22972967,14243239,0.62,8729728,Family Gift,20,9.0,128150,0.91,13363,No,,0.0,780.0,1,SBI,,Collusive Valuer,Clear,Yes,Yes,Yes,19.0,NEFT to Seller,Yes,DSA/Pillai Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,29,No,No,No,No,No,No,No
HL201707153,01-10-2017,27-10-2017,03-11-2017,Radha Singh,36.0,Male,Married,2.0,DHVXO4007U,9908 7573 8105,+91 9729363244,radha97@rediffmail.com,Lucknow,Uttar Pradesh,659826.0,Salaried,Tech Mahindra,,249745,2996940.0,244881.0,2820042.0,2829954.0,Yes,Balance Transfer,Row House,7260553,4501542,0.62,2759011,Own Savings,23,11.44,46288,0.19,15718,No,,,712.0,1,ICICI Bank,Written Off,Empanelled Valuer A,Minor Observations,Post-Sanction Only,Yes,Partial,20.0,Cheque,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,107,No,No,No,No,No,No,No
HL200705801,09-09-2007,29-09-2007,14-10-2007,Ravi Chaudhary,42.0,Female,Married,1.0,DYCAS8035K,5005 9569 6330,+91 9904976104,ravi.chaudhary@hotmail.com,Lucknow,Uttar Pradesh,113439.0,Government,Tata Motors,11.0,52020,624240.0,51231.0,,567296.0,Yes,Balance Transfer,Row House,18638222,14165048,0.76,4473174,Own Savings,15,11.52,165654,3.18,7650,No,,0.0,786.0,0,,1 DPD,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,16.0,NEFT to Seller,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,117,No,No,No,No,No,No,No
HL201604799,18-01-2016,03-02-2016,13-02-2016,Rahul Kumar,51.0,Male,Married,3.0,HNXWY7199S,6963 7465 7875,+91 9877217897,rahul19@hotmail.com,Nagpur,Maharashtra,485200.0,Salaried,Flipkart,15.0,42965,515580.0,38581.0,464117.0,397808.0,Yes,Purchase,Flat/Apartment,5172220,3258498,0.63,1913722,Family Gift,14,10.84,37772,0.88,3325,Yes,Bharat Srivastava,874920.0,683.0,0,SBI,1 DPD,Third Party Valuer,Clear,Yes,Yes,Partial,20.0,NEFT to Seller,No,,Paid,0,Closed,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No
HL200708127,03-04-2007,20-04-2007,03-05-2007,Bharat Sharma,51.0,Male,Single,1.0,OCFXD7252V,9363 5275 7058,+91 8976960728,bsharma@outlook.com,Surat,Gujarat,211564.0,Salaried,Hindustan Unilever,5.0,46025,552300.0,46463.0,,454696.0,Yes,Purchase,Row House,7948294,4848459,0.61,3099835,Sale of Asset,7,8.05,75689,1.64,3825,No,,0.0,770.0,2,BOB,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,19.0,Cheque,Yes,DSA/Das Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,Yes,No,No,No,No,Yes,No,47,No,No,No,No,No,No,No
HL200608230,27-01-2006,03-02-2006,13-02-2006,Poonam Verma,26.0,Male,Married,3.0,PVKAD6246O,2637 5394 2350,+91 9137552508,poonam.verma@gmail.com,Surat,Gujarat,441308.0,Self-Employed Business,Self,17.0,235244,2822928.0,226128.0,2862451.0,2740272.0,,Purchase,Villa,9738229,6621995,0.68,3116234,Own Savings,5,10.31,141710,0.6,34210,No,,0.0,721.0,0,IndusInd Bank,,Collusive Valuer,Clear,No,Yes,Yes,28.0,Partial Cash,Yes,DSA/Bansal Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,87,No,No,No,No,No,No,No
HL200409623,31-12-2004,30-01-2005,19-02-2005,Asha Desai,39.0,Female,Married,0.0,VCCYX8986Q,8672 5951 1290,+91 7599615341,asha60@gmail.com,Ahmedabad,Gujarat,323776.0,Self-Employed Business,Self,,295455,3545460.0,256553.0,3599263.0,3129350.0,,Repair/Renovation,Flat/Apartment,13472631,9430841,0.7,4041790,Unknown,8,9.71,141662,0.48,25867,No,,0.0,691.0,1,Kotak Bank,1 DPD,Collusive Valuer,Minor Observations,Yes,Yes,Yes,28.0,Cheque,Yes,DSA/Rao Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,107,No,No,No,No,No,No,No
HL201605336,22-03-2016,19-04-2016,02-05-2016,Sarla Bansal,41.0,Male,Single,2.0,QYFSJ2258G,6828 7668 2284,+91 7317172778,sarla91@rediffmail.com,Kolkata,West Bengal,269229.0,Salaried,Hindustan Unilever,15.0,175038,2100456.0,151818.0,2036238.0,2042164.0,Yes,Balance Transfer,Plot+Construction,17198818,12039172,0.7,5159646,Sale of Asset,14,9.88,132551,0.76,663,Yes,Bharat Khanna,877248.0,780.0,2,HDFC Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,28.0,NEFT to Builder,No,,Delayed,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,45,No,No,No,No,No,No,No
HL200600595,28-04-2006,13-05-2006,29-05-2006,Naresh Dubey,61.0,Female,Married,2.0,EVNCE3022M,5382 5891 9458,+91 9302593507,naresh_dubey@gmail.com,Mumbai,Maharashtra,339902.0,Self-Employed Business,,14.0,186894,2242728.0,171466.0,2461146.0,2189846.0,,Construction,Row House,13466542,10503902,0.78,2962640,Own Savings,14,11.0,122796,0.66,4787,Yes,Kavita Iyer,602988.0,729.0,1,HDFC Bank,2+ DPD,Empanelled Valuer B,Minor Observations,Yes,Yes,Yes,13.0,NEFT to Seller,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,28,No,No,No,No,No,No,No
HL201200042,06-09-2012,02-10-2012,07-10-2012,Bharat Iyer,58.0,,Single,4.0,NDNEE2641D,2827 5687 9775,+91 9876663856,bharatiyer@outlook.com,Noida,Uttar Pradesh,149286.0,Salaried,ITC Ltd,20.0,148544,1782528.0,127414.0,1722454.0,1669225.0,,Balance Transfer,Villa,18480710,12197268,0.66,6283442,Family Gift,26,9.47,105322,0.71,1137,No,,0.0,789.0,6,Yes Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Yes,13.0,Cheque,Yes,DSA/Yadav Associates,Paid,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,48,No,No,No,No,No,No,No
HL201900797,14-04-2019,09-05-2019,14-05-2019,Pankaj Joshi,38.0,Male,Divorced,4.0,QDJFP4824K,3126 2636 5403,+91 9648390951,pankajjoshi@yahoo.com,Kochi,Kerala,198489.0,Self-Employed Professional,Self,11.0,50076,600912.0,43484.0,598438.0,600908.0,,Purchase,Villa,19672218,13180386,0.67,6491832,Own Savings,6,10.78,249393,0.76,448,No,,0.0,742.0,5,Canara Bank,,Third Party Valuer,Conditional Clear,Yes,Yes,Yes,30.0,NEFT to Builder,Yes,DSA/Shah Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No
HL202301208,12-08-2023,26-08-2023,05-09-2023,Asha Yadav,60.0,Female,Married,0.0,KHLYZ5443Q,6088 2208 7233,+91 7414518296,asha.yadav@hotmail.com,Kanpur,Uttar Pradesh,564508.0,Salaried,Bharat Electronics,9.0,151763,1821156.0,132698.0,1937740.0,1742196.0,Yes,Balance Transfer,Row House,15578242,11683681,0.75,3894561,Family Gift,27,9.89,103540,0.94,2034,Yes,Ashok Bansal,347892.0,696.0,0,,,Empanelled Valuer A,Clear,No,Yes,Yes,19.0,Partial Cash,Yes,DSA/Ghosh Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,107,No,No,No,No,No,No,No
HL201800152,13-04-2018,26-04-2018,07-05-2018,Sunita Desai,37.0,Male,Married,4.0,XGLVB7528U,4699 9313 2100,+91 8752280481,sunita93@gmail.com,Ahmedabad,Gujarat,370018.0,Salaried,Bajaj Auto,6.0,31326,375912.0,28162.0,,339179.0,Yes,Construction,Row House,11204730,7507169,0.67,3697561,Own Savings,23,10.04,69812,2.23,4233,No,,0.0,791.0,1,BOB,,Empanelled Valuer B,Clear,Post-Sanction Only,Yes,Partial,11.0,NEFT to Seller,Yes,DSA/Bhatia Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,81,No,No,No,No,No,No,No
HL200400481,04-02-2004,02-03-2004,14-03-2004,Vikas Rao,35.0,Male,Married,2.0,ALFTL1591R,6036 5373 5739,+91 9531135028,vrao@outlook.com,Lucknow,Uttar Pradesh,682694.0,Salaried,ITC Ltd,11.0,240940,2891280.0,246927.0,,2636960.0,Yes,Purchase,Independent House,21464856,14166804,0.66,7298052,Family Gift,13,9.17,155758,0.65,10922,No,,0.0,769.0,1,Union Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,21.0,NEFT to Builder,No,,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,46,No,No,No,No,Yes,No,No
HL201207888,09-12-2012,24-12-2012,02-01-2013,Usha Reddy,51.0,Female,Divorced,2.0,XTPMQ6040L,6264 1286 6232,,usha.reddy@rediffmail.com,Agra,Uttar Pradesh,565326.0,Salaried,Swiggy,7.0,244089,2929068.0,239208.0,3118051.0,2651796.0,No,Extension,Row House,15213967,11106195,0.73,4107772,Own Savings,7,9.26,180157,0.74,34542,No,,0.0,780.0,3,Union Bank,1 DPD,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,17.0,NEFT to Builder,No,,Bounced,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,117,No,No,No,No,No,No,No
HL202405956,14-11-2024,23-11-2024,04-12-2024,Radha Ghosh,38.0,Male,Married,4.0,XGRSJ8622Y,5375 5678 2366,+91 9284389626,radha_ghosh@rediffmail.com,Kochi,Kerala,367486.0,Salaried,Bharat Electronics,9.0,299934,3599208.0,277914.0,3416923.0,2974677.0,No,Balance Transfer,Villa,15383706,12153127,0.79,3230579,Own Savings,7,11.95,214211,0.71,38499,Yes,Priya Verma,1061496.0,711.0,1,PNB,2+ DPD,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,11.0,Cash,Yes,DSA/Sharma Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,99,No,No,No,No,No,No,No
HL202002787,18-09-2020,10-10-2020,26-10-2020,Sunil Pillai,31.0,Female,Married,2.0,SCRYV1249B,5750 6850 4494,+91 9658981127,spillai@outlook.com,Pune,Maharashtra,742933.0,Salaried,,15.0,108384,1300608.0,98941.0,1315440.0,1082448.0,Yes,Extension,Independent House,15240653,10058830,0.66,5181823,Own Savings,28,8.88,81259,0.75,16008,Yes,Prakash Shah,1096836.0,680.0,3,Union Bank,,Collusive Valuer,Clear,Yes,Yes,Yes,20.0,NEFT to Seller,No,,Bounced,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,54,No,No,No,No,No,No,No
HL201105430,15-08-2011,30-08-2011,14-09-2011,Poonam Tripathi,28.0,Male,Married,1.0,ZMZYK4840S,4347 8374 6094,+91 7930924837,poonam.tripathi@hotmail.com,Visakhapatnam,Andhra Pradesh,739131.0,Salaried,Tata Motors,17.0,183341,2200092.0,166911.0,2094419.0,1843062.0,Yes,Construction,Flat/Apartment,14609454,9934428,0.68,4675026,Own Savings,15,8.68,98879,0.54,727,Yes,Anita Sharma,273492.0,722.0,2,IndusInd Bank,,Collusive Valuer,Clear,Post-Sanction Only,Yes,Yes,12.0,Partial Cash,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,26,No,No,No,No,No,No,No
HL201203328,24-11-2012,13-12-2012,24-12-2012,Poonam Bhatia,59.0,,Married,0.0,DBPIY8295A,6723 2614 1941,+91 9683225262,poonambhatia@rediffmail.com,Mumbai,Maharashtra,269959.0,Self-Employed Business,Self,7.0,252278,3027336.0,234360.0,2835900.0,2528339.0,,Balance Transfer,Plot+Construction,10012989,7710001,0.77,2302988,Own Savings,24,10.67,74364,0.29,51,Yes,Nirmala Sharma,1024704.0,706.0,5,,,Collusive Valuer,Conditional Clear,No,Not Applicable,Yes,28.0,NEFT to Seller,Yes,DSA/Roy Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,34,No,No,No,No,No,No,No
